0,public place ya side hoe come outta
1,ate pussi could
2,give somebodi bitch look
3,doubl stuff oreo mane say
4,lol la bitch happi bout beatin bench player
5,yahhhhhh bitch yahhhh
6,whip french front babe post offic win
7,r fun twin tri lick cheeto dust coleslaw nip
8,ian worri bout bitch worri bout
9,video renegad cut snowpierc analysi bong joon ho sci fi action film topic includ
10,life bitch slut would easi
11,niggah lol tmlt
12,fuck tweetin emoji faggot
13,lastnight halloweencostum hoe work outfit
14,prolli sum hoe tryna get hurrican free sent nigga twitter tho
15,night like wish ride low chevi hit switch citi burn killa bitch
16,need hispan pussi
17,bitch fake sack potato
18,ye daryl michon nicca got record wait month season premier
19,redneck written lol drunk use graviti get
20,describ new pussi like baltimor love thing bitch
21,head first everi time pussi
22,yanke birth live much life north see diff level racism
23,payback bitch realli
24,u get u put u offer pussi mad u receiv dick
25,forgot bull said yeezu good j cole trash
26,got nigga anoth nigga wcw hoe
27,drink till unconsci feel get fine bitch
28,give fuck yo gal yo wifey yo boo came bitch tryna bone
29,gay shit u better ask bitch
30,look look us nigga look pussi fuck
31,tri keep bitch lay away way feel
32,come rape wife bitch boy
33,good read cat think huge unpredict ape
34,someon bring hoe front bae
35,realiz go get horror poem wrote abo
36,south central niggah realli lovin hoe hoe lovin niggah
37,global ambassador someth put ppl de nut hoe ahh nigga
38,girl embrras pussi fart embrac shit make cheek clap finna beatbox
39,wonder wrote blog either hoe dat let nigga beat avail bitch nigga hoe let em beat
40,duh bitch
41,main reason aint got girl caus aint never found 1 bitch tryna get money wit hoe like
42,like lunch littl boy nah bitch look eat caus
43,where bitch wit sammich
44,ariana grand built like 13 year old chines boy bitch shape like iphon 3g nigga go crazi
45,bitch ah babi like claim child bitch good goddamn well nobodi claim creatur
46,dumb bitch fuck
47,taxi driver fuck retard know get grapevin lewisvil
48,ol head alway think young nicca gon runoff wit sacc
49,pete carrol prolli got hoe line player game bruh
50,nigga fufu bitch
51,want skinni bitch get want big booti bitch
52,bitch could never nae let tell love nae
53,eew bitch get carrrr
54,post pictur woman hoe jump bridg tonight lol
55,photograph hid trash get ador engag photo
56,alway patti never pussi
57,dude said 1 30 bitch took whole nap 5 30 midterm
58,histori test made bitch haha
59,wonder fan la feel like charli brown luci pull ball away joeyvotto
60,bought bitch mozzarella stick bitch love mozzarella stick
61,wanna talk shit friendship fuck bitch hope u offend
62,im niggah realli wanna ride wit
63,thank nig
64,bitch live countri two choic presid fifti choic miss america
65,oh bo stop speech like give one tinker damn kid poor crap spout prov
66,lol da nicca str8 n friday wit dude str8 uncl tom nicca
67,fox news present mock femal pilot took part campaign isi wtf
68,upload pictur wat pictur bitch
69,beg differ lip bittin shit di bitch bit lip nd tri suck blood aint shit sexi
70,hate break news u spam bro dyke tuck titti winter start call mr
71,hidey hidey hoe
72,hey teabagg bohner said got 98 want sequest sound like moron everyon know lie
73,nigga made nigga made best rider goe blaxican
74,get field readi today game
75,tattoo express mean one man trash anoth man treasur
76,trust none hoe
77,ha bitch angri bitch taller older fake ass boy stfu make look like dumbass pussi boyi
78,say certain shit front yo bitch
79,understand peopl say yea first time smoke get high caus damn fuckin suck bruh retard high
80,col sander part 2 son bitch drag extend water goddamn mad
81,got done take photo browni flowciti
82,bitch bye dawg look shit
83,conan obrien need get life 80 million monkey food mayb
84,fuck twitter aint get bitch
85,coor light trash yuck even like beer
86,charli kimbal nowher go indycar mavtv500
87,ohh gawdd woke throw di nicca paper slept n damn car n threw n shit n lost phone smh gm
88,serious care color somebodi make huge faggot book
89,laughin bitch sullystyl
90,peopl igg text get air head type bitch dickhead
91,u eat inbr trailer trash
92,pretti ass niggah
93,lol got nothin nobodi witta man sayin summa hoe lyingggggg
94,left nice littl messag inbox delet comment call bitch
95,gonna ghetto color stain sharpi ctfu
96,continu di later back bitch
97,bring yo bitch ass whith em jump want get yo ass beat
98,fugli white bitch
99,nigga bitch bitch ass nigga dike ass hoe black ass bright ass hoe fag tag scalli wag
100,bitch got mani teeth mouth
101,rich bitch said dave chappel voic
102,teen get hole penetr even fist twat
103,cunt welcom twitter
104,nigger mad
105,hoe prayin nicca dnt kno dat background
106,free niggah
107,hey faggot spell faggot right dipshit
108,need insert chill pill ass twice day bitch ass goe away problem persist see doctor
109,oreo cheesecak bar
110,hate assign seat sit annoy bitch whole class
111,sell larger size condom sir 13 gallon trash bag wink secur escort
112,earli bird get worm
113,faggot shit macklemor actual realli good artist better alot rapper
114,high bitch bong rip steadi smoke 11 g nigga jorg
115,retard bitch realli stupid
116,one thing alway tell lor cousin big cousin bitch niggah u alway gonna good regardless
117,might liber continu trash america claim horribl evil yet refus leav
118,believ time uncouth uncivilis peopl sentenc death racial slur attack ne citizen
119,bitch answer call
120,ye bitch still love rich lie
121,still e fag pass heidi
122,long neck ass bitch lmbo
123,sexi ugli bitch world cuh ill fucc
124,hope find bitch ass satisfi ya need
125,ferrari addict bitch wonder thing
126,oh wow avoid bitch
127,bitch smokin ga could start ferrari
128,full nigger
129,chick wait til hair broken go natur 30 bitch young carter fro birth
130,tell go hug one hoe actual
131,key world peac hippo pussi magnet gawd
132,life bitch love know
133,bumoos duck insult like scare white pussi
134,cant hate onna bitch get paid got
135,sick fuck shit bird
136,twitter tip cap say farewellcaptain jeter yanke stadium final video http
137,got gatorad twinki rice pud pringl cooki
138,feel alon miss wife much hate white trash rape kill daughter
139,littl bitti bumbl bee bumblebe
140,feelin week agoooo silli hoe silli hoe
141,atlanta nigga bay nigga gotta chill shit hoe
142,finger wet throb pussi slowli cum ur finger
143,bout hop hoe tryna get ass
144,ye bird tweet morn love rememb hear bird cock get rock hard bird
145,girl get drunk hoe shit rape
146,yeaa black bitch actin like good averag nigga like got a1 credit pussi
147,video charli baker make final push vote
148,exactli gettin addit pussi soft ass tweet ju dude lol
149,must piss nigga aha um hoe act outta line
150,shut fuck wack fuck garbag mohawk faggot stop make music shovel snow scrub
151,scale 1 redneck watch day thunder right gocruis
152,oreo cheesecak bar
153,lol tryna raw doe bitch
154,alway sopris dat mo follow den color
155,bitch corni lol
156,fuck bitch
157,put pussi pedest homi
158,birthday make sure tell bitch happi celebr without drug
159,miser bitch talk shit
160,bitch nicca talmbout mf 3peat df da laker
161,scari hoe annabella everyth act like
162,lemmi eat oreo dish one oreo lol
163,work wish float 15 ft sale walmart redneck pool husband probabl clean sinc last weekend
